ROW;COL;TUBEx
5;12;TUBE.352
5;14;TUBE.353
5;16;TUBE.354
5;18;TUBE.355
5;20;TUBE.356
5;22;TUBE.357
5;24;TUBE.358
5;26;TUBE.359
5;28;TUBE.360
5;60;TUBE.376
5;62;TUBE.377
5;64;TUBE.378
5;66;TUBE.379
5;68;TUBE.380
5;70;TUBE.381
5;72;TUBE.382
5;74;TUBE.383
5;76;TUBE.384
5;78;TUBE.385
5;80;TUBE.386
5;82;TUBE.387
5;84;TUBE.388
5;86;TUBE.389
6;3;TUBE.433
6;5;TUBE.434
6;7;TUBE.435
6;9;TUBE.436
6;11;TUBE.437
6;13;TUBE.438
6;15;TUBE.439
6;17;TUBE.440
6;19;TUBE.441
6;21;TUBE.442
6;23;TUBE.443
6;25;TUBE.444
6;27;TUBE.445
6;29;TUBE.446
6;59;TUBE.461
6;61;TUBE.462
6;63;TUBE.463
6;65;TUBE.464
6;67;TUBE.465
6;69;TUBE.466
6;71;TUBE.467
6;73;TUBE.468
6;75;TUBE.469
6;77;TUBE.470
6;79;TUBE.471
6;81;TUBE.472
6;83;TUBE.473
6;85;TUBE.474
6;87;TUBE.475
7;4;TUBE.519
7;6;TUBE.520
7;8;TUBE.521
7;10;TUBE.522
7;12;TUBE.523
7;14;TUBE.524
7;16;TUBE.525
7;18;TUBE.526
7;20;TUBE.527
7;22;TUBE.528
7;24;TUBE.529
7;26;TUBE.530
7;28;TUBE.531
7;60;TUBE.547
7;62;TUBE.548
7;64;TUBE.549
7;66;TUBE.550
7;68;TUBE.551
7;70;TUBE.552
7;72;TUBE.553
7;74;TUBE.554
7;76;TUBE.555
7;78;TUBE.556
7;80;TUBE.557
7;82;TUBE.558
7;84;TUBE.559
7;86;TUBE.560
8;5;TUBE.603
8;7;TUBE.604
8;9;TUBE.605
8;11;TUBE.606
8;13;TUBE.607
8;15;TUBE.608
8;17;TUBE.609
8;19;TUBE.610
8;21;TUBE.611
8;23;TUBE.612
8;25;TUBE.613
8;27;TUBE.614
8;29;TUBE.615
8;59;TUBE.630
8;61;TUBE.631
8;63;TUBE.632
8;65;TUBE.633
8;67;TUBE.634
8;69;TUBE.635
8;71;TUBE.636
8;73;TUBE.637
8;75;TUBE.638
8;77;TUBE.639
8;79;TUBE.640
8;81;TUBE.641
8;83;TUBE.642
8;85;TUBE.643
8;87;TUBE.644
9;6;TUBE.687
9;8;TUBE.688
9;10;TUBE.689
9;12;TUBE.690
9;14;TUBE.691
9;16;TUBE.692
9;18;TUBE.693
9;20;TUBE.694
9;22;TUBE.695
9;24;TUBE.696
9;26;TUBE.697
9;28;TUBE.698
9;30;TUBE.699
9;58;TUBE.713
9;60;TUBE.714
9;62;TUBE.715
9;64;TUBE.716
9;66;TUBE.717
9;68;TUBE.718
9;70;TUBE.719
9;72;TUBE.720
9;74;TUBE.721
9;76;TUBE.722
9;78;TUBE.723
9;80;TUBE.724
9;82;TUBE.725
9;84;TUBE.726
9;86;TUBE.727
10;7;TUBE.769
10;9;TUBE.770
10;11;TUBE.771
10;13;TUBE.772
10;15;TUBE.773
10;17;TUBE.774
10;19;TUBE.775
10;21;TUBE.776
10;23;TUBE.777
10;25;TUBE.778
10;27;TUBE.779
10;29;TUBE.780
10;31;TUBE.781
10;57;TUBE.794
10;59;TUBE.795
10;61;TUBE.796
10;63;TUBE.797
10;65;TUBE.798
10;67;TUBE.799
10;69;TUBE.800
10;71;TUBE.801
10;73;TUBE.802
10;75;TUBE.803
10;77;TUBE.804
10;79;TUBE.805
10;81;TUBE.806
10;83;TUBE.807
10;85;TUBE.808
10;87;TUBE.809
11;8;TUBE.851
11;10;TUBE.852
11;12;TUBE.853
11;14;TUBE.854
11;16;TUBE.855
11;18;TUBE.856
11;20;TUBE.857
11;22;TUBE.858
11;24;TUBE.859
11;26;TUBE.860
11;28;TUBE.861
11;30;TUBE.862
11;32;TUBE.863
11;56;TUBE.875
11;58;TUBE.876
11;60;TUBE.877
11;62;TUBE.878
11;64;TUBE.879
11;66;TUBE.880
11;68;TUBE.881
11;70;TUBE.882
11;72;TUBE.883
11;74;TUBE.884
11;76;TUBE.885
11;78;TUBE.886
11;80;TUBE.887
11;82;TUBE.888
11;84;TUBE.889
11;86;TUBE.890
12;7;TUBE.931
12;9;TUBE.932
12;11;TUBE.933
12;13;TUBE.934
12;15;TUBE.935
12;17;TUBE.936
12;19;TUBE.937
12;21;TUBE.938
12;23;TUBE.939
12;25;TUBE.940
12;27;TUBE.941
12;29;TUBE.942
12;31;TUBE.943
12;33;TUBE.944
12;55;TUBE.955
12;57;TUBE.956
12;59;TUBE.957
12;61;TUBE.958
12;63;TUBE.959
12;65;TUBE.960
12;67;TUBE.961
12;69;TUBE.962
12;71;TUBE.963
12;73;TUBE.964
12;75;TUBE.965
12;77;TUBE.966
12;79;TUBE.967
12;81;TUBE.968
12;83;TUBE.969
12;85;TUBE.970
12;87;TUBE.971
13;8;TUBE.1013
13;10;TUBE.1014
13;12;TUBE.1015
13;14;TUBE.1016
13;16;TUBE.1017
13;18;TUBE.1018
13;20;TUBE.1019
13;22;TUBE.1020
13;24;TUBE.1021
13;26;TUBE.1022
13;28;TUBE.1023
13;30;TUBE.1024
13;32;TUBE.1025
13;34;TUBE.1026
13;54;TUBE.1036
13;56;TUBE.1037
13;58;TUBE.1038
13;60;TUBE.1039
13;62;TUBE.1040
13;64;TUBE.1041
13;66;TUBE.1042
13;68;TUBE.1043
13;70;TUBE.1044
13;72;TUBE.1045
13;74;TUBE.1046
13;76;TUBE.1047
13;78;TUBE.1048
13;80;TUBE.1049
13;82;TUBE.1050
13;84;TUBE.1051
13;86;TUBE.1052
14;9;TUBE.1093
14;11;TUBE.1094
14;13;TUBE.1095
14;15;TUBE.1096
14;17;TUBE.1097
14;19;TUBE.1098
14;21;TUBE.1099
14;23;TUBE.1100
14;25;TUBE.1101
14;27;TUBE.1102
14;29;TUBE.1103
14;31;TUBE.1104
14;33;TUBE.1105
14;35;TUBE.1106
14;37;TUBE.1107
14;39;TUBE.1108
14;41;TUBE.1109
14;43;TUBE.1110
14;45;TUBE.1111
14;47;TUBE.1112
14;49;TUBE.1113
14;51;TUBE.1114
14;53;TUBE.1115
14;55;TUBE.1116
14;57;TUBE.1117
14;59;TUBE.1118
14;61;TUBE.1119
14;63;TUBE.1120
14;65;TUBE.1121
14;67;TUBE.1122
14;69;TUBE.1123
14;71;TUBE.1124
14;73;TUBE.1125
14;75;TUBE.1126
14;77;TUBE.1127
14;79;TUBE.1128
14;81;TUBE.1129
14;83;TUBE.1130
14;85;TUBE.1131
14;87;TUBE.1132
15;10;TUBE.1173
15;12;TUBE.1174
15;14;TUBE.1175
15;16;TUBE.1176
15;18;TUBE.1177
15;20;TUBE.1178
15;22;TUBE.1179
15;24;TUBE.1180
15;26;TUBE.1181
15;28;TUBE.1182
15;30;TUBE.1183
15;32;TUBE.1184
15;34;TUBE.1185
15;36;TUBE.1186
15;38;TUBE.1187
15;40;TUBE.1188
15;42;TUBE.1189
15;44;TUBE.1190
15;46;TUBE.1191
15;48;TUBE.1192
15;50;TUBE.1193
15;52;TUBE.1194
15;54;TUBE.1195
15;56;TUBE.1196
15;58;TUBE.1197
15;60;TUBE.1198
15;62;TUBE.1199
15;64;TUBE.1200
15;66;TUBE.1201
15;68;TUBE.1202
15;70;TUBE.1203
15;72;TUBE.1204
15;74;TUBE.1205
15;76;TUBE.1206
15;78;TUBE.1207
15;80;TUBE.1208
15;82;TUBE.1209
15;84;TUBE.1210
15;86;TUBE.1211
16;11;TUBE.1251
16;13;TUBE.1252
16;15;TUBE.1253
16;17;TUBE.1254
16;19;TUBE.1255
16;21;TUBE.1256
16;23;TUBE.1257
16;25;TUBE.1258
16;27;TUBE.1259
16;29;TUBE.1260
16;31;TUBE.1261
16;33;TUBE.1262
16;35;TUBE.1263
16;37;TUBE.1264
16;39;TUBE.1265
16;41;TUBE.1266
16;43;TUBE.1267
16;45;TUBE.1268
16;47;TUBE.1269
16;49;TUBE.1270
16;51;TUBE.1271
16;53;TUBE.1272
16;55;TUBE.1273
16;57;TUBE.1274
16;59;TUBE.1275
16;61;TUBE.1276
16;63;TUBE.1277
16;65;TUBE.1278
16;67;TUBE.1279
16;69;TUBE.1280
16;71;TUBE.1281
16;73;TUBE.1282
16;75;TUBE.1283
16;77;TUBE.1284
16;79;TUBE.1285
16;81;TUBE.1286
16;83;TUBE.1287
16;85;TUBE.1288
16;87;TUBE.1289
17;12;TUBE.1329
17;14;TUBE.1330
17;16;TUBE.1331
17;18;TUBE.1332
17;20;TUBE.1333
17;22;TUBE.1334
17;24;TUBE.1335
17;26;TUBE.1336
17;28;TUBE.1337
17;30;TUBE.1338
17;32;TUBE.1339
17;34;TUBE.1340
17;36;TUBE.1341
17;38;TUBE.1342
17;40;TUBE.1343
17;42;TUBE.1344
17;44;TUBE.1345
17;46;TUBE.1346
17;48;TUBE.1347
17;50;TUBE.1348
17;52;TUBE.1349
17;54;TUBE.1350
17;56;TUBE.1351
17;58;TUBE.1352
17;60;TUBE.1353
17;62;TUBE.1354
17;64;TUBE.1355
17;66;TUBE.1356
17;68;TUBE.1357
17;70;TUBE.1358
17;72;TUBE.1359
17;74;TUBE.1360
17;76;TUBE.1361
17;78;TUBE.1362
17;80;TUBE.1363
17;82;TUBE.1364
17;84;TUBE.1365
17;86;TUBE.1366
18;13;TUBE.1405
18;15;TUBE.1406
18;17;TUBE.1407
18;19;TUBE.1408
18;21;TUBE.1409
18;23;TUBE.1410
18;25;TUBE.1411
18;27;TUBE.1412
18;29;TUBE.1413
18;31;TUBE.1414
18;33;TUBE.1415
18;35;TUBE.1416
18;37;TUBE.1417
18;39;TUBE.1418
18;41;TUBE.1419
18;43;TUBE.1420
18;45;TUBE.1421
18;47;TUBE.1422
18;49;TUBE.1423
18;51;TUBE.1424
18;53;TUBE.1425
18;55;TUBE.1426
18;57;TUBE.1427
18;59;TUBE.1428
18;61;TUBE.1429
18;63;TUBE.1430
18;65;TUBE.1431
18;67;TUBE.1432
18;69;TUBE.1433
18;71;TUBE.1434
18;73;TUBE.1435
18;75;TUBE.1436
18;77;TUBE.1437
18;79;TUBE.1438
18;81;TUBE.1439
18;83;TUBE.1440
18;85;TUBE.1441
18;87;TUBE.1442
19;14;TUBE.1481
19;16;TUBE.1482
19;18;TUBE.1483
19;20;TUBE.1484
19;22;TUBE.1485
19;24;TUBE.1486
19;26;TUBE.1487
19;28;TUBE.1488
19;30;TUBE.1489
19;32;TUBE.1490
19;34;TUBE.1491
19;36;TUBE.1492
19;38;TUBE.1493
19;40;TUBE.1494
19;42;TUBE.1495
19;44;TUBE.1496
19;46;TUBE.1497
19;48;TUBE.1498
19;50;TUBE.1499
19;52;TUBE.1500
19;54;TUBE.1501
19;56;TUBE.1502
19;58;TUBE.1503
19;60;TUBE.1504
19;62;TUBE.1505
19;64;TUBE.1506
19;66;TUBE.1507
19;68;TUBE.1508
19;70;TUBE.1509
19;72;TUBE.1510
19;74;TUBE.1511
19;76;TUBE.1512
19;78;TUBE.1513
19;80;TUBE.1514
19;82;TUBE.1515
19;84;TUBE.1516
19;86;TUBE.1517
20;15;TUBE.1555
20;17;TUBE.1556
20;19;TUBE.1557
20;21;TUBE.1558
20;23;TUBE.1559
20;25;TUBE.1560
20;27;TUBE.1561
20;29;TUBE.1562
20;31;TUBE.1563
20;33;TUBE.1564
20;35;TUBE.1565
20;37;TUBE.1566
20;39;TUBE.1567
20;41;TUBE.1568
20;43;TUBE.1569
20;45;TUBE.1570
20;47;TUBE.1571
20;49;TUBE.1572
20;51;TUBE.1573
20;53;TUBE.1574
20;55;TUBE.1575
20;57;TUBE.1576
20;59;TUBE.1577
20;61;TUBE.1578
20;63;TUBE.1579
20;65;TUBE.1580
20;67;TUBE.1581
20;69;TUBE.1582
20;71;TUBE.1583
20;73;TUBE.1584
20;75;TUBE.1585
20;77;TUBE.1586
20;79;TUBE.1587
20;81;TUBE.1588
20;83;TUBE.1589
20;85;TUBE.1590
20;87;TUBE.1591
21;16;TUBE.1629
21;18;TUBE.1630
21;20;TUBE.1631
21;22;TUBE.1632
21;24;TUBE.1633
21;26;TUBE.1634
21;28;TUBE.1635
21;30;TUBE.1636
21;32;TUBE.1637
21;34;TUBE.1638
21;36;TUBE.1639
21;38;TUBE.1640
21;40;TUBE.1641
21;42;TUBE.1642
21;44;TUBE.1643
21;46;TUBE.1644
21;48;TUBE.1645
21;50;TUBE.1646
21;52;TUBE.1647
21;54;TUBE.1648
21;56;TUBE.1649
21;58;TUBE.1650
21;60;TUBE.1651
21;62;TUBE.1652
21;64;TUBE.1653
21;66;TUBE.1654
21;68;TUBE.1655
21;70;TUBE.1656
21;72;TUBE.1657
21;74;TUBE.1658
21;76;TUBE.1659
21;78;TUBE.1660
21;80;TUBE.1661
21;82;TUBE.1662
21;84;TUBE.1663
21;86;TUBE.1664
22;17;TUBE.1701
22;19;TUBE.1702
22;21;TUBE.1703
22;23;TUBE.1704
22;25;TUBE.1705
22;27;TUBE.1706
22;29;TUBE.1707
22;31;TUBE.1708
22;33;TUBE.1709
22;35;TUBE.1710
22;37;TUBE.1711
22;39;TUBE.1712
22;41;TUBE.1713
22;43;TUBE.1714
22;45;TUBE.1715
22;47;TUBE.1716
22;49;TUBE.1717
22;51;TUBE.1718
22;53;TUBE.1719
22;55;TUBE.1720
22;57;TUBE.1721
22;59;TUBE.1722
22;61;TUBE.1723
22;63;TUBE.1724
22;65;TUBE.1725
22;67;TUBE.1726
22;69;TUBE.1727
22;71;TUBE.1728
22;73;TUBE.1729
22;75;TUBE.1730
22;77;TUBE.1731
22;79;TUBE.1732
22;81;TUBE.1733
22;83;TUBE.1734
22;85;TUBE.1735
22;87;TUBE.1736
23;18;TUBE.1773
23;20;TUBE.1774
23;22;TUBE.1775
23;24;TUBE.1776
23;26;TUBE.1777
23;28;TUBE.1778
23;30;TUBE.1779
23;32;TUBE.1780
23;34;TUBE.1781
23;36;TUBE.1782
23;38;TUBE.1783
23;40;TUBE.1784
23;42;TUBE.1785
23;44;TUBE.1786
23;46;TUBE.1787
23;48;TUBE.1788
23;50;TUBE.1789
23;52;TUBE.1790
23;54;TUBE.1791
23;56;TUBE.1792
23;58;TUBE.1793
23;60;TUBE.1794
23;62;TUBE.1795
23;64;TUBE.1796
23;66;TUBE.1797
23;68;TUBE.1798
23;70;TUBE.1799
23;72;TUBE.1800
23;74;TUBE.1801
23;76;TUBE.1802
23;78;TUBE.1803
23;80;TUBE.1804
23;82;TUBE.1805
23;84;TUBE.1806
23;86;TUBE.1807
24;19;TUBE.1843
24;21;TUBE.1844
24;23;TUBE.1845
24;25;TUBE.1846
24;27;TUBE.1847
24;29;TUBE.1848
24;31;TUBE.1849
24;33;TUBE.1850
24;35;TUBE.1851
24;37;TUBE.1852
24;39;TUBE.1853
24;41;TUBE.1854
24;43;TUBE.1855
24;45;TUBE.1856
24;47;TUBE.1857
24;49;TUBE.1858
24;51;TUBE.1859
24;53;TUBE.1860
24;55;TUBE.1861
24;57;TUBE.1862
24;59;TUBE.1863
24;61;TUBE.1864
24;63;TUBE.1865
24;65;TUBE.1866
24;67;TUBE.1867
24;69;TUBE.1868
24;71;TUBE.1869
24;73;TUBE.1870
24;75;TUBE.1871
24;77;TUBE.1872
24;79;TUBE.1873
24;81;TUBE.1874
24;83;TUBE.1875
24;85;TUBE.1876
24;87;TUBE.1877
25;22;TUBE.1913
25;24;TUBE.1914
25;26;TUBE.1915
25;28;TUBE.1916
25;30;TUBE.1917
25;32;TUBE.1918
25;34;TUBE.1919
25;36;TUBE.1920
25;38;TUBE.1921
25;40;TUBE.1922
25;42;TUBE.1923
25;44;TUBE.1924
25;46;TUBE.1925
25;48;TUBE.1926
25;50;TUBE.1927
25;52;TUBE.1928
25;54;TUBE.1929
25;56;TUBE.1930
25;58;TUBE.1931
25;60;TUBE.1932
25;62;TUBE.1933
25;64;TUBE.1934
25;66;TUBE.1935
25;68;TUBE.1936
25;70;TUBE.1937
25;72;TUBE.1938
25;74;TUBE.1939
25;76;TUBE.1940
25;78;TUBE.1941
25;80;TUBE.1942
25;82;TUBE.1943
25;84;TUBE.1944
25;86;TUBE.1945
26;23;TUBE.1979
26;25;TUBE.1980
26;27;TUBE.1981
26;29;TUBE.1982
26;31;TUBE.1983
26;33;TUBE.1984
26;35;TUBE.1985
26;37;TUBE.1986
26;39;TUBE.1987
26;41;TUBE.1988
26;43;TUBE.1989
26;45;TUBE.1990
26;47;TUBE.1991
26;49;TUBE.1992
26;51;TUBE.1993
26;53;TUBE.1994
26;55;TUBE.1995
26;57;TUBE.1996
26;59;TUBE.1997
26;61;TUBE.1998
26;63;TUBE.1999
26;65;TUBE.2000
26;67;TUBE.2001
26;69;TUBE.2002
26;71;TUBE.2003
26;73;TUBE.2004
26;75;TUBE.2005
26;77;TUBE.2006
26;79;TUBE.2007
26;81;TUBE.2008
26;83;TUBE.2009
26;85;TUBE.2010
26;87;TUBE.2011
27;24;TUBE.2045
27;26;TUBE.2046
27;28;TUBE.2047
27;30;TUBE.2048
27;32;TUBE.2049
27;34;TUBE.2050
27;36;TUBE.2051
27;38;TUBE.2052
27;40;TUBE.2053
27;42;TUBE.2054
27;44;TUBE.2055
27;46;TUBE.2056
27;48;TUBE.2057
27;50;TUBE.2058
27;52;TUBE.2059
27;54;TUBE.2060
27;56;TUBE.2061
27;58;TUBE.2062
27;60;TUBE.2063
27;62;TUBE.2064
27;64;TUBE.2065
27;66;TUBE.2066
27;68;TUBE.2067
27;70;TUBE.2068
27;72;TUBE.2069
27;74;TUBE.2070
27;76;TUBE.2071
27;78;TUBE.2072
27;80;TUBE.2073
27;82;TUBE.2074
27;84;TUBE.2075
27;86;TUBE.2076
28;25;TUBE.2109
28;27;TUBE.2110
28;29;TUBE.2111
28;31;TUBE.2112
28;33;TUBE.2113
28;35;TUBE.2114
28;37;TUBE.2115
28;39;TUBE.2116
28;41;TUBE.2117
28;43;TUBE.2118
28;45;TUBE.2119
28;47;TUBE.2120
28;49;TUBE.2121
28;51;TUBE.2122
28;53;TUBE.2123
28;55;TUBE.2124
28;57;TUBE.2125
28;59;TUBE.2126
28;61;TUBE.2127
28;63;TUBE.2128
28;65;TUBE.2129
28;67;TUBE.2130
28;69;TUBE.2131
28;71;TUBE.2132
28;73;TUBE.2133
28;75;TUBE.2134
28;77;TUBE.2135
28;79;TUBE.2136
28;81;TUBE.2137
28;83;TUBE.2138
28;85;TUBE.2139
29;26;TUBE.2173
29;28;TUBE.2174
29;30;TUBE.2175
29;32;TUBE.2176
29;34;TUBE.2177
29;36;TUBE.2178
29;38;TUBE.2179
29;40;TUBE.2180
29;42;TUBE.2181
29;44;TUBE.2182
29;46;TUBE.2183
29;48;TUBE.2184
29;50;TUBE.2185
29;52;TUBE.2186
29;54;TUBE.2187
29;56;TUBE.2188
29;58;TUBE.2189
29;60;TUBE.2190
29;62;TUBE.2191
29;64;TUBE.2192
29;66;TUBE.2193
29;68;TUBE.2194
29;70;TUBE.2195
29;72;TUBE.2196
29;74;TUBE.2197
29;76;TUBE.2198
29;78;TUBE.2199
29;80;TUBE.2200
29;82;TUBE.2201
29;84;TUBE.2202
30;29;TUBE.2235
30;31;TUBE.2236
30;33;TUBE.2237
30;35;TUBE.2238
30;37;TUBE.2239
30;39;TUBE.2240
30;41;TUBE.2241
30;43;TUBE.2242
30;45;TUBE.2243
30;47;TUBE.2244
30;49;TUBE.2245
30;51;TUBE.2246
30;53;TUBE.2247
30;55;TUBE.2248
30;57;TUBE.2249
30;59;TUBE.2250
30;61;TUBE.2251
30;63;TUBE.2252
30;65;TUBE.2253
30;67;TUBE.2254
30;69;TUBE.2255
30;71;TUBE.2256
30;73;TUBE.2257
30;75;TUBE.2258
30;77;TUBE.2259
30;79;TUBE.2260
30;81;TUBE.2261
30;83;TUBE.2262
31;32;TUBE.2295
31;34;TUBE.2296
31;36;TUBE.2297
31;38;TUBE.2298
31;40;TUBE.2299
31;42;TUBE.2300
31;44;TUBE.2301
31;46;TUBE.2302
31;48;TUBE.2303
31;50;TUBE.2304
31;52;TUBE.2305
31;54;TUBE.2306
31;56;TUBE.2307
31;58;TUBE.2308
31;60;TUBE.2309
31;62;TUBE.2310
31;64;TUBE.2311
31;66;TUBE.2312
31;68;TUBE.2313
31;70;TUBE.2314
31;72;TUBE.2315
31;74;TUBE.2316
31;76;TUBE.2317
31;78;TUBE.2318
31;80;TUBE.2319
31;82;TUBE.2320
32;55;TUBE.2351
32;57;TUBE.2352
32;59;TUBE.2353
32;61;TUBE.2354
32;63;TUBE.2355
32;65;TUBE.2356
32;67;TUBE.2357
32;69;TUBE.2358
32;71;TUBE.2359
32;73;TUBE.2360
32;75;TUBE.2361
32;77;TUBE.2362
32;79;TUBE.2363
32;81;TUBE.2364
